example_id,sentence,tokens,ner_tags,source,num_tokens,num_locations
1094,The route between Delhi and Dindori is scenic.,"['The', 'route', 'between', 'Delhi', 'and', 'Dindori', 'is', 'scenic.']","[0, 0, 0, 0, 0, 1, 0, 0]",generated,8,1
1095,I live in Nagpur.,"['I', 'live', 'in', 'Nagpur.']","[0, 0, 0, 0]",generated,4,0
1096,The raids ended with the death of alleged extremist bombmaker Azahari bin Husin .,"['The', 'raids', 'ended', 'with', 'the', 'death', 'of', 'alleged', 'extremist', 'bombmaker', 'Azahari', 'bin', 'Husin', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",original_hindi,14,0
1097,Cultural events in Nagaur attract tourists.,"['Cultural', 'events', 'in', 'Nagaur', 'attract', 'tourists.']","[0, 0, 0, 1, 0, 0]",generated,6,1
1098,The conference is in The Dangs.,"['The', 'conference', 'is', 'in', 'The', 'Dangs.']","[0, 0, 0, 0, 0, 0]",generated,6,0
1099,"He was placed under house arrest in Koch Bihar , but not jailed because he is considered the father of Tikamgarh 's nuclear bomb .","['He', 'was', 'placed', 'under', 'house', 'arrest', 'in', 'Koch', 'Bihar', ',', 'but', 'not', 'jailed', 'because', 'he', 'is', 'considered', 'the', 'father', 'of', 'Tikamgarh', ""'s"", 'nuclear', 'bomb', '.']","[0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",enhanced,25,2
1100,Trade between South District and Chennai increased.,"['Trade', 'between', 'South', 'District', 'and', 'Chennai', 'increased.']","[0, 0, 1, 2, 0, 0, 0]",generated,7,1
1101,PARIS 1996-08-22,"['PARIS', '1996-08-22']","[0, 0]",original_conll,2,0
1102,Government officials from UTTARAKHAND attended the meeting.,"['Government', 'officials', 'from', 'UTTARAKHAND', 'attended', 'the', 'meeting.']","[0, 0, 0, 1, 0, 0, 0]",generated,7,1
1103,Cultural events in Central attract tourists.,"['Cultural', 'events', 'in', 'Central', 'attract', 'tourists.']","[0, 0, 0, 1, 0, 0]",generated,6,1
1104,Tap sales began on Monday and are being held daily from 07.00 GMT to 15.00 GMT until further notice .,"['Tap', 'sales', 'began', 'on', 'Monday', 'and', 'are', 'being', 'held', 'daily', 'from', '07.00', 'GMT', 'to', '15.00', 'GMT', 'until', 'further', 'notice', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",original_conll,20,0
1105,She works in Champhai.,"['She', 'works', 'in', 'Champhai.']","[0, 0, 0, 0]",generated,4,0
1106,Cultural events in Dakshina Kannada attract tourists.,"['Cultural', 'events', 'in', 'Dakshina', 'Kannada', 'attract', 'tourists.']","[0, 0, 0, 1, 2, 0, 0]",generated,7,1
1107,BEIRUT 1996-08-22,"['BEIRUT', '1996-08-22']","[0, 0]",original_conll,2,0
1108,"The meeting took place on the sidelines of the Ibero-American Summit in Sonitpur , Thrissur , where heads of state were meeting to discuss a candidate to head the Organization of American States and other regional issues .","['The', 'meeting', 'took', 'place', 'on', 'the', 'sidelines', 'of', 'the', 'Ibero-American', 'Summit', 'in', 'Sonitpur', ',', 'Thrissur', ',', 'where', 'heads', 'of', 'state', 'were', 'meeting', 'to', 'discuss', 'a', 'candidate', 'to', 'head', 'the', 'Organization', 'of', 'American', 'States', 'and', 'other', 'regional', 'issues', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",enhanced,38,2
1109,The Amethi cricket team won the match.,"['The', 'Amethi', 'cricket', 'team', 'won', 'the', 'match.']","[0, 1, 0, 0, 0, 0, 0]",generated,7,1
1110,Government officials from Thiruvananthapuram attended the meeting.,"['Government', 'officials', 'from', 'Thiruvananthapuram', 'attended', 'the', 'meeting.']","[0, 0, 0, 1, 0, 0, 0]",generated,7,1
1111,"With 2,012 days to go until the Games get under way , organizers said the design would champion low waste , low carbon emissions and environmentally friendly transportation .","['With', '2,012', 'days', 'to', 'go', 'until', 'the', 'Games', 'get', 'under', 'way', ',', 'organizers', 'said', 'the', 'design', 'would', 'champion', 'low', 'waste', ',', 'low', 'carbon', 'emissions', 'and', 'environmentally', 'friendly', 'transportation', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",original_hindi,29,0
1112,Traveling from Diu to Mumbai is easy.,"['Traveling', 'from', 'Diu', 'to', 'Mumbai', 'is', 'easy.']","[0, 0, 1, 0, 0, 0, 0]",generated,7,1
1113,The Karaikal branch is performing well.,"['The', 'Karaikal', 'branch', 'is', 'performing', 'well.']","[0, 1, 0, 0, 0, 0]",generated,6,1
1114,Monsoon arrived early in Adilabad.,"['Monsoon', 'arrived', 'early', 'in', 'Adilabad.']","[0, 0, 0, 0, 0]",generated,5,0
1115,Mere dost Sonipat se hain.,"['Mere', 'dost', 'Sonipat', 'se', 'hain.']","[0, 0, 1, 0, 0]",generated,5,1
1116,"Hardline lawmakers in Pakistan 's North West Frontier Province have pushed through a law that aims to ensure "" Islamic correctness "" in public places and establishes a morality police to enforce decent behavior .","['Hardline', 'lawmakers', 'in', 'Pakistan', ""'s"", 'North', 'West', 'Frontier', 'Province', 'have', 'pushed', 'through', 'a', 'law', 'that', 'aims', 'to', 'ensure', '""', 'Islamic', 'correctness', '""', 'in', 'public', 'places', 'and', 'establishes', 'a', 'morality', 'police', 'to', 'enforce', 'decent', 'behavior', '.']","[0, 0, 0, 1, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",original_hindi,35,2
1117,Mere dost Latur se hain.,"['Mere', 'dost', 'Latur', 'se', 'hain.']","[0, 0, 1, 0, 0]",generated,5,1
1118,The two sides signed a permanent cease-fire agreement last Saturday during peace talks in Tirap .,"['The', 'two', 'sides', 'signed', 'a', 'permanent', 'cease-fire', 'agreement', 'last', 'Saturday', 'during', 'peace', 'talks', 'in', 'Tirap', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",enhanced,16,1
1119,"LATTAKIA , Aug 10 - waiting time at Lattakia and Tartous presently 24 hours .","['LATTAKIA', ',', 'Aug', '10', '-', 'waiting', 'time', 'at', 'Lattakia', 'and', 'Tartous', 'presently', '24', 'hours', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",original_conll,15,0
1120,The festival in Kasaragod was amazing.,"['The', 'festival', 'in', 'Kasaragod', 'was', 'amazing.']","[0, 0, 0, 1, 0, 0]",generated,6,1
1121,Agriculture in Pakur is thriving.,"['Agriculture', 'in', 'Pakur', 'is', 'thriving.']","[0, 0, 1, 0, 0]",generated,5,1
1122,Traveling from Udupi to Mumbai is easy.,"['Traveling', 'from', 'Udupi', 'to', 'Mumbai', 'is', 'easy.']","[0, 0, 1, 0, 0, 0, 0]",generated,7,1
1123,The Jehanabad branch is performing well.,"['The', 'Jehanabad', 'branch', 'is', 'performing', 'well.']","[0, 1, 0, 0, 0, 0]",generated,6,1
1124,The Kathua killings are considered the worst European massacre since World War II .,"['The', 'Kathua', 'killings', 'are', 'considered', 'the', 'worst', 'European', 'massacre', 'since', 'World', 'War', 'II', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",enhanced,14,1
1125,Weather in East District is pleasant today.,"['Weather', 'in', 'East', 'District', 'is', 'pleasant', 'today.']","[0, 0, 1, 2, 0, 0, 0]",generated,7,1
1126,"The party is divided over Britain 's participation in the Iraq conflict and the continued deployment of 8,500 British troops in that country .","['The', 'party', 'is', 'divided', 'over', 'Britain', ""'s"", 'participation', 'in', 'the', 'Iraq', 'conflict', 'and', 'the', 'continued', 'deployment', 'of', '8,500', 'British', 'troops', 'in', 'that', 'country', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",original_hindi,24,1
1127,Connecting Satara with Bangalore by train.,"['Connecting', 'Satara', 'with', 'Bangalore', 'by', 'train.']","[0, 1, 0, 0, 0, 0]",generated,6,1
1128,Rohtak is known for its beautiful landscapes.,"['Rohtak', 'is', 'known', 'for', 'its', 'beautiful', 'landscapes.']","[1, 0, 0, 0, 0, 0, 0]",generated,7,1
1129,The festival in Kamrup Metropolitan was amazing.,"['The', 'festival', 'in', 'Kamrup', 'Metropolitan', 'was', 'amazing.']","[0, 0, 0, 1, 2, 0, 0]",generated,7,1
1130,Connecting Anugul with Bangalore by train.,"['Connecting', 'Anugul', 'with', 'Bangalore', 'by', 'train.']","[0, 1, 0, 0, 0, 0]",generated,6,1
1131,Main Sahibganj ja raha hun.,"['Main', 'Sahibganj', 'ja', 'raha', 'hun.']","[0, 1, 0, 0, 0]",generated,5,1
1132,"He said if Malaysia wants to see the photos , Bangkok will provide them .","['He', 'said', 'if', 'Malaysia', 'wants', 'to', 'see', 'the', 'photos', ',', 'Bangkok', 'will', 'provide', 'them', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",original_hindi,15,0
1133,The Ujjain municipal corporation announced new rules.,"['The', 'Ujjain', 'municipal', 'corporation', 'announced', 'new', 'rules.']","[0, 1, 0, 0, 0, 0, 0]",generated,7,1
1134,Banswara mein bahut garmi hai.,"['Banswara', 'mein', 'bahut', 'garmi', 'hai.']","[1, 0, 0, 0, 0]",generated,5,1
1135,The Deoghar branch is performing well.,"['The', 'Deoghar', 'branch', 'is', 'performing', 'well.']","[0, 1, 0, 0, 0, 0]",generated,6,1
1136,He said a visit to Surguja would allow him to speak with those involved and to recommend ways to bring peace and stability to the region .,"['He', 'said', 'a', 'visit', 'to', 'Surguja', 'would', 'allow', 'him', 'to', 'speak', 'with', 'those', 'involved', 'and', 'to', 'recommend', 'ways', 'to', 'bring', 'peace', 'and', 'stability', 'to', 'the', 'region', '.']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",enhanced,27,1
1137,My family is from Patna.,"['My', 'family', 'is', 'from', 'Patna.']","[0, 0, 0, 0, 0]",generated,5,0
1138,Churu district collector announced new policies.,"['Churu', 'district', 'collector', 'announced', 'new', 'policies.']","[1, 0, 0, 0, 0, 0]",generated,6,1
1139,Connecting Dumka with Bangalore by train.,"['Connecting', 'Dumka', 'with', 'Bangalore', 'by', 'train.']","[0, 1, 0, 0, 0, 0]",generated,6,1
1140,The Seoni branch is performing well.,"['The', 'Seoni', 'branch', 'is', 'performing', 'well.']","[0, 1, 0, 0, 0, 0]",generated,6,1
1141,We traveled from East to Delhi.,"['We', 'traveled', 'from', 'East', 'to', 'Delhi.']","[0, 0, 0, 1, 0, 0]",generated,6,1
1142,The Jharsuguda branch is performing well.,"['The', 'Jharsuguda', 'branch', 'is', 'performing', 'well.']","[0, 1, 0, 0, 0, 0]",generated,6,1
1143,Traditional dance of Surat is popular.,"['Traditional', 'dance', 'of', 'Surat', 'is', 'popular.']","[0, 0, 0, 1, 0, 0]",generated,6,1
1144,REUTER,['REUTER'],[0],original_conll,1,0
1145,Educational institutions in ODISHA are top-rated.,"['Educational', 'institutions', 'in', 'ODISHA', 'are', 'top-rated.']","[0, 0, 0, 1, 0, 0]",generated,6,1
1146,Jharsuguda is known for its beautiful landscapes.,"['Jharsuguda', 'is', 'known', 'for', 'its', 'beautiful', 'landscapes.']","[1, 0, 0, 0, 0, 0, 0]",generated,7,1
1147,The conference is in Sonbhadra.,"['The', 'conference', 'is', 'in', 'Sonbhadra.']","[0, 0, 0, 0, 0]",generated,5,0
1148,Israeli-Syrian peace talks have been deadlocked over the Golan since 1991 despite the previous government 's willingness to make Golan concessions .,"['Israeli-Syrian', 'peace', 'talks', 'have', 'been', 'deadlocked', 'over', 'the', 'Golan', 'since', '1991', 'despite', 'the', 'previous', 'government', ""'s"", 'willingness', 'to', 'make', 'Golan', 'concessions', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",original_conll,22,0
1149,Investment opportunities in Patan are growing.,"['Investment', 'opportunities', 'in', 'Patan', 'are', 'growing.']","[0, 0, 0, 1, 0, 0]",generated,6,1
1150,The Sagar branch is performing well.,"['The', 'Sagar', 'branch', 'is', 'performing', 'well.']","[0, 1, 0, 0, 0, 0]",generated,6,1
1151,The river flows through Cuddalore.,"['The', 'river', 'flows', 'through', 'Cuddalore.']","[0, 0, 0, 0, 0]",generated,5,0
1152,The conference is in Majuli.,"['The', 'conference', 'is', 'in', 'Majuli.']","[0, 0, 0, 0, 0]",generated,5,0
1153,Government officials from Dungarpur attended the meeting.,"['Government', 'officials', 'from', 'Dungarpur', 'attended', 'the', 'meeting.']","[0, 0, 0, 1, 0, 0, 0]",generated,7,1
1154,The conference is in WEST BENGAL.,"['The', 'conference', 'is', 'in', 'WEST', 'BENGAL.']","[0, 0, 0, 0, 0, 0]",generated,6,0
1155,We visited Jaipur last month.,"['We', 'visited', 'Jaipur', 'last', 'month.']","[0, 0, 1, 0, 0]",generated,5,1
1156,Monsoon arrived early in KERALA.,"['Monsoon', 'arrived', 'early', 'in', 'KERALA.']","[0, 0, 0, 0, 0]",generated,5,0
1157,The NCB 's official monthly trade statistics are lagging behind due to changes in customs procedures when Finland joined the European Union at the start of 1995 .,"['The', 'NCB', ""'s"", 'official', 'monthly', 'trade', 'statistics', 'are', 'lagging', 'behind', 'due', 'to', 'changes', 'in', 'customs', 'procedures', 'when', 'Finland', 'joined', 'the', 'European', 'Union', 'at', 'the', 'start', 'of', '1995', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",original_conll,28,0
1158,Traditional dance of Sirsa is popular.,"['Traditional', 'dance', 'of', 'Sirsa', 'is', 'popular.']","[0, 0, 0, 1, 0, 0]",generated,6,1
1159,She works in Tumkur.,"['She', 'works', 'in', 'Tumkur.']","[0, 0, 0, 0]",generated,4,0
1160,Main Lawngtlai ja raha hun.,"['Main', 'Lawngtlai', 'ja', 'raha', 'hun.']","[0, 1, 0, 0, 0]",generated,5,1
1161,Mere dost Hazaribagh se hain.,"['Mere', 'dost', 'Hazaribagh', 'se', 'hain.']","[0, 0, 1, 0, 0]",generated,5,1
1162,The exiled president is wanted in Kamareddy to face charges of corruption and human rights abuses related to the death squad murders of 25 people .,"['The', 'exiled', 'president', 'is', 'wanted', 'in', 'Kamareddy', 'to', 'face', 'charges', 'of', 'corruption', 'and', 'human', 'rights', 'abuses', 'related', 'to', 'the', 'death', 'squad', 'murders', 'of', '25', 'people', '.']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",enhanced,26,1
1163,She works in Jangaon.,"['She', 'works', 'in', 'Jangaon.']","[0, 0, 0, 0]",generated,4,0
1164,ATHENS 1996-08-22,"['ATHENS', '1996-08-22']","[0, 0]",original_conll,2,0
1165,Temperature in Kondagaon reached 45 degrees.,"['Temperature', 'in', 'Kondagaon', 'reached', '45', 'degrees.']","[0, 0, 1, 0, 0, 0]",generated,6,1
1166,Kendujhar mein bahut garmi hai.,"['Kendujhar', 'mein', 'bahut', 'garmi', 'hai.']","[1, 0, 0, 0, 0]",generated,5,1
1167,Monsoon arrived early in Gaya.,"['Monsoon', 'arrived', 'early', 'in', 'Gaya.']","[0, 0, 0, 0, 0]",generated,5,0
1168,The U.N. war crimes tribunal in The Ambedkar Nagar has already sentenced 14 Serbs for their key roles in the killings .,"['The', 'U.N.', 'war', 'crimes', 'tribunal', 'in', 'The', 'Ambedkar', 'Nagar', 'has', 'already', 'sentenced', '14', 'Serbs', 'for', 'their', 'key', 'roles', 'in', 'the', 'killings', '.']","[0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",enhanced,22,1
1169,The Banda cricket team won the match.,"['The', 'Banda', 'cricket', 'team', 'won', 'the', 'match.']","[0, 1, 0, 0, 0, 0, 0]",generated,7,1
1170,She works in Kheda.,"['She', 'works', 'in', 'Kheda.']","[0, 0, 0, 0]",generated,4,0
1171,"In recent weeks , AU officials say Sudanese troops and rebels have repeatedly violated the April truce .","['In', 'recent', 'weeks', ',', 'AU', 'officials', 'say', 'Sudanese', 'troops', 'and', 'rebels', 'have', 'repeatedly', 'violated', 'the', 'April', 'truce', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",original_hindi,18,0
1172,I was born in Gumla.,"['I', 'was', 'born', 'in', 'Gumla.']","[0, 0, 0, 0, 0]",generated,5,0
1173,"One-year funds were at six , 5-7/8 percent .","['One-year', 'funds', 'were', 'at', 'six', ',', '5-7/8', 'percent', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0]",original_conll,9,0
1174,Witnesses say the Ethiopian troops returned heavy fire and that several people were wounded in the fighting .,"['Witnesses', 'say', 'the', 'Ethiopian', 'troops', 'returned', 'heavy', 'fire', 'and', 'that', 'several', 'people', 'were', 'wounded', 'in', 'the', 'fighting', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",original_hindi,18,0
1175,"The market was very quiet because of summer holidays , "" one dealer said .","['The', 'market', 'was', 'very', 'quiet', 'because', 'of', 'summer', 'holidays', ',', '""', 'one', 'dealer', 'said', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",original_conll,15,0
1176,Income Statement Data :,"['Income', 'Statement', 'Data', ':']","[0, 0, 0, 0]",original_conll,4,0
1177,The Baleshwar municipal corporation announced new rules.,"['The', 'Baleshwar', 'municipal', 'corporation', 'announced', 'new', 'rules.']","[0, 1, 0, 0, 0, 0, 0]",generated,7,1
1178,We visited North and Middle Andaman last month.,"['We', 'visited', 'North', 'and', 'Middle', 'Andaman', 'last', 'month.']","[0, 0, 1, 2, 2, 2, 0, 0]",generated,8,1
1179,Major General Timothy Ghormley says officials are concerned that instability and weak governments in east Bhind could draw international terrorist groups seeking to establish a base of operations .,"['Major', 'General', 'Timothy', 'Ghormley', 'says', 'officials', 'are', 'concerned', 'that', 'instability', 'and', 'weak', 'governments', 'in', 'east', 'Bhind', 'could', 'draw', 'international', 'terrorist', 'groups', 'seeking', 'to', 'establish', 'a', 'base', 'of', 'operations', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",enhanced,29,1
1180,Rajnandgaon district collector announced new policies.,"['Rajnandgaon', 'district', 'collector', 'announced', 'new', 'policies.']","[1, 0, 0, 0, 0, 0]",generated,6,1
1181,Earnings Per Share 0.31 0.34 0.19 0.20,"['Earnings', 'Per', 'Share', '0.31', '0.34', '0.19', '0.20']","[0, 0, 0, 0, 0, 0, 0]",original_conll,7,0
1182,"White House officials say he made the pardon decisions on a case-by-case basis , and will continue to review clemency requests .","['White', 'House', 'officials', 'say', 'he', 'made', 'the', 'pardon', 'decisions', 'on', 'a', 'case-by-case', 'basis', ',', 'and', 'will', 'continue', 'to', 'review', 'clemency', 'requests', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",original_hindi,22,0
1183,"66 Paul Goydos , Billy Mayfair , Hidemichi Tanaka ( Japan )","['66', 'Paul', 'Goydos', ',', 'Billy', 'Mayfair', ',', 'Hidemichi', 'Tanaka', '(', 'Japan', ')']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",original_conll,12,0
1184,"Outlook for a bullish cattle-on-feed report is also expected to lend support and prompt some bull spreading , analysts said .","['Outlook', 'for', 'a', 'bullish', 'cattle-on-feed', 'report', 'is', 'also', 'expected', 'to', 'lend', 'support', 'and', 'prompt', 'some', 'bull', 'spreading', ',', 'analysts', 'said', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",original_conll,21,0
1185,Militant groups frequently attack oil operations in the Koppal to demand social services and better job opportunities from multinational companies .,"['Militant', 'groups', 'frequently', 'attack', 'oil', 'operations', 'in', 'the', 'Koppal', 'to', 'demand', 'social', 'services', 'and', 'better', 'job', 'opportunities', 'from', 'multinational', 'companies', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",enhanced,21,1
1186,The Chikmagalur museum displays ancient artifacts.,"['The', 'Chikmagalur', 'museum', 'displays', 'ancient', 'artifacts.']","[0, 1, 0, 0, 0, 0]",generated,6,1
1187,Educational institutions in Gwalior are top-rated.,"['Educational', 'institutions', 'in', 'Gwalior', 'are', 'top-rated.']","[0, 0, 0, 1, 0, 0]",generated,6,1
1188,We visited Central last month.,"['We', 'visited', 'Central', 'last', 'month.']","[0, 0, 1, 0, 0]",generated,5,1
1189,Rudraprayag mein bahut garmi hai.,"['Rudraprayag', 'mein', 'bahut', 'garmi', 'hai.']","[1, 0, 0, 0, 0]",generated,5,1
1190,Connecting Botad with Bangalore by train.,"['Connecting', 'Botad', 'with', 'Bangalore', 'by', 'train.']","[0, 1, 0, 0, 0, 0]",generated,6,1
1191,The train from Saharanpur arrived late.,"['The', 'train', 'from', 'Saharanpur', 'arrived', 'late.']","[0, 0, 0, 1, 0, 0]",generated,6,1
1192,Temperature in Khordha reached 45 degrees.,"['Temperature', 'in', 'Khordha', 'reached', '45', 'degrees.']","[0, 0, 1, 0, 0, 0]",generated,6,1
1193,C. Lewis b Wasim Akram 5,"['C.', 'Lewis', 'b', 'Wasim', 'Akram', '5']","[0, 0, 0, 0, 0, 0]",original_conll,6,0
1194,British police say they have arrested a man who dressed as suicide bomber at a demonstration against the publication of cartoons depicting Islam 's Prophet Muhammad .,"['British', 'police', 'say', 'they', 'have', 'arrested', 'a', 'man', 'who', 'dressed', 'as', 'suicide', 'bomber', 'at', 'a', 'demonstration', 'against', 'the', 'publication', 'of', 'cartoons', 'depicting', 'Islam', ""'s"", 'Prophet', 'Muhammad', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",original_hindi,27,0
